ord,n,m,all_data,a,find_counterfactual_set,select_optimal_pairs,improved_counterfactual,time,equal_r1_r2,equal_r1_r3,equal_r2_r3
1,5,29,"[([20], 0.0020749002988582348), ([69], 0.001875508280801067), ([40], 0.0016803426887637236), ([3], 0.0034761201489369557), ([41, 20], 0.003654944449397293)]",0.003202284132009112,[3],[3],[3],"[4.0531158447265625e-06, 3.5762786865234375e-05, 2.9087066650390625e-05]",TRUE,TRUE,TRUE
1,10,30,"[([15], 0.004636102689760697), ([17], 0.0002204519365254387), ([34], 0.0011081570147491132), ([78], 0.0017017072108249486), ([20], 0.003006262711142055), ([23], 0.0025098237509301995), ([67], 0.0026654959652200583), ([83], 0.003461507229586255), ([89, 23], 0.005582006761892619), ([43, 89, 23], 0.01023244140155537)]",0.012116365450756691,"[15, 83, 89, 23]","[15, 34, 20, 83]",[],"[2.8848648071289062e-05, 0.0008547306060791016, 7.176399230957031e-05]",TRUE,FALSE,FALSE
1,10,31,"[([14], 0.0017783697646287329), ([42, 14], 0.0034406052725179056), ([94, 42, 14], 0.004623835338869997), ([23, 94, 42, 14], 0.009464550427479335)]",0.00365248344435917,"[94, 42, 14]","[94, 42, 14]",[23],"[2.3126602172851562e-05, 8.58306884765625e-06, 2.3126602172851562e-05]",TRUE,FALSE,FALSE
1,8,32,"[([2], 0.0004457413099544133), ([56, 2], 0.003069696009881672), ([36, 56, 2], 0.004383062533727153)]",0.00377646513863947,"[36, 56, 2]","[36, 56, 2]","[36, 56]","[1.7881393432617188e-05, 5.245208740234375e-06, 1.7642974853515625e-05]",TRUE,FALSE,FALSE
1,10,33,"[([74], 0.001483779339209822), ([3], 0.0012641991961939176), ([15], 0.004445899937673524), ([35], 0.002317203287631751), ([1], 0.000141552749415364), ([47], 0.001449157074726486), ([50], 0.003146274778821158), ([2, 47], 0.002971178674806233), ([42, 2, 47], 0.005461748771520041)]",0.01492812592542603,"[15, 50, 35, 42, 2, 47]","[15, 35, 50, 42, 2, 47]",[],"[4.410743713378906e-05, 0.00021529197692871094, 3.981590270996094e-05]",TRUE,FALSE,FALSE
1,10,34,"[([63], 0.0018624986410846827), ([36], 0.0036595115120335135), ([61], 0.003572147836135337), ([57, 61], 0.00828198806094067), ([8, 63], 0.005876004254399415), ([25, 57, 61], 0.011413429233295087), ([35, 8, 63], 0.007972768219461824), ([4, 25, 57, 61], 0.013541483525720665), ([32, 35, 8, 63], 0.011420399291241442)]",0.0011628267226761703,[36],[63],[36],"[5.9604644775390625e-06, 7.390975952148438e-05, 3.62396240234375e-05]",TRUE,TRUE,TRUE
1,5,35,"[([38], 0.004917329404526939), ([66], 0.0009476398560142923), ([23], 0.004658733788625983), ([49], 0.0037594494239461145), ([82], 0.003865212986575338)]",0.0035349881907587007,[38],[49],[38],"[4.5299530029296875e-06, 2.1696090698242188e-05, 3.361701965332031e-05]",TRUE,TRUE,TRUE
1,7,36,"[([78], 0.0028619434183628917), ([1], 0.004941824066643756), ([24], 0.003874270534284803), ([23], 0.004405711586550312), ([67], 0.0005108992327187556), ([74, 23], 0.008738391189343196), ([22, 67], 0.0051481474180970505)]",0.0022767387580280756,[1],[78],[1],"[4.76837158203125e-06, 5.984306335449219e-05, 2.7894973754882812e-05]",TRUE,TRUE,TRUE
1,6,37,"[([94], 0.0033529672045623416), ([36], 0.0036410071385334286), ([92], 0.00487103583005069), ([100], 0.004519712618101777), ([53, 100], 0.00800159612219426), ([98, 53, 100], 0.012941326661705433)]",0.016878048370683216,"[92, 98, 53, 100]","[92, 98, 53, 100]",[],"[2.7894973754882812e-05, 2.86102294921875e-05, 2.765655517578125e-05]",TRUE,FALSE,FALSE
1,9,38,"[([38], 0.002884331598922489), ([9], 0.0011711251098346582), ([78], 0.002665108838870341), ([26, 38], 0.006557319775623856), ([35, 9], 0.002379181400841195), ([65, 35, 9], 0.006356461549189989), ([73, 26, 38], 0.01030934802806258)]",0.010883899372227808,"[73, 26, 38, 78]","[9, 73, 26, 38]","[26, 65, 73]","[3.647804260253906e-05, 3.647804260253906e-05, 3.0517578125e-05]",TRUE,FALSE,FALSE
1,6,39,"[([32], 0.00409450374568401), ([1], 0.0016177954907776626), ([58, 32], 0.006387468107066101), ([12, 1], 0.006488948046170266), ([2, 58, 32], 0.009066085514327167), ([29, 12, 1], 0.00987731466630879)]",0.010273784425684447,"[32, 12, 1]","[32, 12, 1]","[2, 12, 29]","[1.8358230590820312e-05, 1.9550323486328125e-05, 2.5033950805664062e-05]",TRUE,TRUE,TRUE
2,7,0,"[([8], 0.0020255298699262407), ([47], 0.003208778406025336), ([67], 0.004938990955626702), ([28], 0.0009304071753763316), ([4], 0.001127638687847516), ([62], 0.0017326813266711643), ([50, 47], 0.006864996404861)]",0.006274056284654514,"[50, 47]","[67, 62]",[],"[1.2159347534179688e-05, 7.224082946777344e-05, 3.0279159545898438e-05]",TRUE,FALSE,FALSE
2,8,1,"[([84], 0.0021510869927839245), ([35], 0.0016277512766858504), ([4], 0.0009867069471253059), ([94], 0.000817631978863671), ([37], 0.0026550489520431536), ([41], 0.0008985229474178985), ([49], 0.0012969641235494667), ([74, 49], 0.005655448554147795)]",0.0022792470275189184,[37],[37],[74],"[5.4836273193359375e-06, 0.00014066696166992188, 3.147125244140625e-05]",TRUE,TRUE,TRUE
2,6,2,"[([14], 0.0021746491495473275), ([8], 0.00493183868861239), ([92, 14], 0.002962541127141304), ([27, 92, 14], 0.007602400626443009)]",0.006069975313544717,"[8, 14]","[14, 8]","[8, 27]","[1.0728836059570312e-05, 1.0013580322265625e-05, 1.9788742065429688e-05]",TRUE,TRUE,TRUE
2,7,3,"[([92], 0.002996964911757379), ([82], 0.004405623507113666), ([73], 0.0014947022363713475), ([52], 0.0018725066573253386), ([46], 0.0004330087062498628), ([69], 0.00462530780947901), ([78], 0.004531067245768561)]",0.005541943820925466,"[69, 78]","[82, 73]","[69, 78]","[9.298324584960938e-06, 9.274482727050781e-05, 2.86102294921875e-05]",TRUE,TRUE,TRUE
2,8,4,"[([98], 0.0007105873638759997), ([25], 0.004049177686174813), ([91], 0.00388012092141963), ([6, 91], 0.008529334265109137), ([57, 25], 0.005957458719387247), ([78, 6, 91], 0.012966216310587024), ([100, 57, 25], 0.0068501033337649096), ([87, 100, 57, 25], 0.008816488312187381)]",0.02265293897544536,[],[],[],"[0.00010418891906738281, 4.935264587402344e-05, 4.553794860839844e-05]",TRUE,TRUE,TRUE
2,7,5,"[([55], 0.0020335916949307106), ([82, 55], 0.0063540442429300915), ([7, 82, 55], 0.007754196402984014), ([14, 7, 82, 55], 0.012546359659292504)]",0.008247921707455932,"[14, 7, 82, 55]","[14, 7, 82, 55]","[7, 14, 82]","[2.574920654296875e-05, 7.3909759521484375e-06, 1.9311904907226562e-05]",TRUE,FALSE,FALSE
2,7,6,"[([8], 0.002792205626661043), ([6], 0.003831977722104634), ([95], 0.002406722446335756), ([29], 0.002009891432936753), ([10], 0.004139120183922224), ([64], 0.003547960323922248), ([60, 6], 0.0061639612728153275)]",0.005373358011749705,"[60, 6]","[29, 64]","[10, 64]","[1.0967254638671875e-05, 7.271766662597656e-05, 2.8133392333984375e-05]",TRUE,TRUE,TRUE
2,9,7,"[([76], 0.0032567587433463487), ([37], 0.0030886027873239623), ([92], 8.98647746620829e-05), ([64], 0.00238246970849069), ([39], 0.003317105843043023), ([15, 92], 0.002243915333988972), ([23, 15, 92], 0.006394078526823132), ([45, 23, 15, 92], 0.009273075309926082)]",0.003438967126384956,"[39, 76]","[37, 64]","[23, 45]","[1.0728836059570312e-05, 9.441375732421875e-05, 3.2901763916015625e-05]",TRUE,TRUE,TRUE
2,6,8,"[([7], 0.0021073271838609204), ([18], 0.0009135233040948621), ([4, 7], 0.004652634721172822), ([2, 18], 0.0025813778111344267), ([48, 4, 7], 0.005448132658203307), ([6, 2, 18], 0.006784115381715736)]",0.012338552740307044,[],[],[],"[5.269050598144531e-05, 1.8835067749023438e-05, 2.384185791015625e-05]",TRUE,TRUE,TRUE
2,7,9,"[([37], 0.003644663663678555), ([67], 0.0024848729403126714), ([41], 0.0030823865260497596), ([45], 0.004911870093334055), ([20], 0.0004644542792919315), ([1], 0.0007759591282261941), ([40, 41], 0.004689352067929471)]",0.0024614406893987283,[45],[67],[45],"[5.0067901611328125e-06, 7.2479248046875e-05, 2.86102294921875e-05]",TRUE,TRUE,TRUE
2,7,10,"[([51], 0.004485443117396044), ([39], 0.0002834147745040083), ([12], 0.0038109072913811133), ([68], 0.0012659117951943422), ([19], 0.0021430614069368943), ([71, 51], 0.004660323460414418), ([76, 71, 51], 0.007440160696129969)]",0.009327546071119346,"[51, 12, 19]","[51, 12, 68]","[12, 51, 71, 76]","[1.9550323486328125e-05, 6.794929504394531e-05, 3.0279159545898438e-05]",TRUE,FALSE,FALSE
2,5,11,"[([91], 0.0021377112422986118), ([38], 0.0017413114064181484), ([32], 0.0020434609850269827), ([33], 0.00283793455530437), ([67, 32], 0.004776510167205671)]",0.007446568778655808,"[33, 67, 32]","[33, 67, 32]",[],"[1.5735626220703125e-05, 1.8835067749023438e-05, 2.193450927734375e-05]",TRUE,FALSE,FALSE
2,9,12,"[([95], 0.0006587209651850595), ([21], 0.003453024316522923), ([87], 0.002766669545306196), ([53], 0.000613267658020828), ([77], 1.72222320500182e-05), ([41], 0.0008583426575828918), ([76, 87], 0.0060194966355435545), ([24, 53], 0.0018121194321335094), ([12, 77], 0.0034021759100249524)]",0.006299730549829334,"[21, 87, 41]","[53, 76, 87]","[12, 21]","[1.71661376953125e-05, 0.00020623207092285156, 3.719329833984375e-05]",TRUE,FALSE,FALSE
2,9,13,"[([80], 0.0004164457544970118), ([88], 0.0020933718162570486), ([33], 0.0010113278509155616), ([78], 0.0030999865951368577), ([42], 0.0020571986762363144), ([34, 88], 0.005725730867905546), ([67, 80], 0.0012073946370254323), ([100, 78], 0.0064277435144241175), ([52, 67, 80], 0.00355349664452415)]",0.014252099988581561,"[100, 78, 34, 88, 42, 33]","[80, 42, 34, 88, 100, 78]",[],"[6.127357482910156e-05, 0.00013875961303710938, 3.552436828613281e-05]",TRUE,FALSE,FALSE
2,6,14,"[([43], 0.004435813138439116), ([83], 0.0043353937489647425), ([56], 0.004741132849429524), ([55], 0.0010118822494575809), ([96, 43], 0.007535477862271711), ([66, 96, 43], 0.012405153998110024)]",0.007688900605265948,"[56, 43]","[43, 83]","[56, 66]","[1.0967254638671875e-05, 3.0994415283203125e-05, 2.5510787963867188e-05]",TRUE,TRUE,TRUE
2,9,15,"[([90], 0.0030002380192993465), ([94], 0.0034570169129411123), ([7], 0.001826097553521655), ([69], 0.004122301382717404), ([64], 0.0003357365248624877), ([58], 0.001626075183473319), ([53], 0.0021848178296447946), ([62], 0.0024432955981872617), ([41], 0.0025628160536978963)]",0.0057559863046544165,"[69, 94]","[94, 62]","[69, 94]","[9.5367431640625e-06, 0.0003445148468017578, 3.5762786865234375e-05]",TRUE,TRUE,TRUE
2,5,16,"[([59], 0.0036141506412311255), ([32], 0.0004743980344405202), ([36], 0.0017921957752189783), ([56], 0.002179386621862898), ([42, 36], 0.0020209732853863167)]",0.0030489781917205027,[59],[59],[59],"[4.5299530029296875e-06, 1.9788742065429688e-05, 3.504753112792969e-05]",TRUE,TRUE,TRUE
2,5,17,"[([14], 0.0014643941621992173), ([27], 0.0010316393916419498), ([77, 14], 0.002788111473120692), ([31, 77, 14], 0.0061202460879816335)]",0.0023955437083956477,"[14, 27]","[14, 27]",[31],"[1.1205673217773438e-05, 9.5367431640625e-06, 1.8596649169921875e-05]",TRUE,FALSE,FALSE
2,6,18,"[([92], 0.0035806311002280307), ([36], 0.0005414424946192825), ([20], 0.0006917761502469266), ([87, 92], 0.005756041796464806), ([45, 20], 0.004003812426996934)]",0.0031212574963697883,[92],[92],[45],"[4.291534423828125e-06, 1.6689300537109375e-05, 2.1457672119140625e-05]",TRUE,TRUE,TRUE
2,7,19,"[([71], 0.001554304358176009), ([95], 0.0002096104123802328), ([90], 0.0011444581902526536), ([75], 0.0036011432057435205), ([1, 75], 0.008041376980643387), ([9, 71], 0.0023294833895610096), ([86, 95], 0.0027020123583346217)]",0.011162064084426623,"[1, 75, 71, 86, 95]","[90, 1, 75, 9, 71]",[],"[4.00543212890625e-05, 4.6253204345703125e-05, 2.8848648071289062e-05]",TRUE,FALSE,FALSE
2,7,20,"[([2], 0.000837515430406513), ([26], 0.004093871611219021), ([25], 0.0009386030458005412), ([94], 0.004498781771517913), ([6], 0.002722208863200962), ([62], 0.0012004473505164497), ([4], 0.0010126773609167006)]",0.0020425195010020376,[94],[6],[94],"[4.5299530029296875e-06, 7.843971252441406e-05, 2.7179718017578125e-05]",TRUE,TRUE,TRUE
2,9,21,"[([71], 0.00154541089683085), ([33, 71], 0.0028366848227747874), ([75, 33, 71], 0.005229292197834607)]",0.005703403250000136,[],[],[],"[1.7404556274414062e-05, 5.245208740234375e-06, 1.4543533325195312e-05]",TRUE,TRUE,TRUE
2,10,22,"[([88], 0.0019294809577139933), ([81], 0.0034982194108662224), ([38], 0.0019145057610244725), ([85], 0.0014535930676139186), ([96, 38], 0.0020030148522708247), ([16, 85], 0.003770644858478717), ([65, 81], 0.006501377470323707), ([64, 88], 0.005199311072843269), ([91, 65, 81], 0.0076710043893434615), ([11, 64, 88], 0.0066443908170691485)]",0.008942254363423151,"[91, 65, 81, 88]","[16, 85, 64, 88]","[16, 65, 81, 91]","[3.5762786865234375e-05, 0.0001666545867919922, 4.8160552978515625e-05]",TRUE,TRUE,TRUE
2,9,23,"[([37], 0.0032826390620747654), ([88], 0.00411783252845709), ([99], 0.0002437924981627288), ([59], 0.0036230770414584583), ([39], 0.004544166039067508), ([75, 88], 0.004805783363737821), ([83, 39], 0.00825210984427353), ([46, 59], 0.006603000646251534), ([13, 46, 59], 0.00932459856486137)]",0.00549460337023263,"[83, 39]","[46, 59]","[39, 83]","[1.1920928955078125e-05, 0.0001468658447265625, 3.409385681152344e-05]",TRUE,TRUE,TRUE
2,10,24,"[([96], 0.0035134339439013107), ([41], 0.0007189160522636634), ([65, 41], 0.0020435074247128465), ([28, 96], 0.008361323666446126), ([53, 28, 96], 0.012138134314378215), ([73, 65, 41], 0.004729071177301631)]",0.010089856311968128,"[53, 28, 96]","[53, 28, 96]","[28, 53, 96]","[2.4080276489257812e-05, 2.0503997802734375e-05, 2.765655517578125e-05]",TRUE,TRUE,TRUE
2,8,25,"[([34], 0.004702001393930705), ([20], 0.0018570175230368869), ([79], 0.0036576274150814654), ([97], 0.0004647507320830691), ([30], 0.002959299488782503), ([6], 0.003420388060499361), ([24, 30], 0.0036219623031533135), ([39, 34], 0.008208935329023552)]",0.012766348305486806,"[34, 79, 6, 30]","[34, 20, 30, 6]",[],"[2.8371810913085938e-05, 0.00011491775512695312, 3.1948089599609375e-05]",TRUE,FALSE,FALSE
2,5,26,"[([14], 0.0032876050762056853), ([13], 0.0020315413155588043), ([18], 0.0009302290994795432), ([35], 0.002249894846548769), ([42], 0.003709932136095518)]",0.005901733230888298,"[42, 14]","[35, 42]",[],"[8.821487426757812e-06, 2.0503997802734375e-05, 2.1457672119140625e-05]",TRUE,FALSE,FALSE
2,8,27,"[([98], 0.002441484603193529), ([73], 0.000435618375545182), ([31, 98], 0.006122254273477273), ([90, 31, 98], 0.010567050226643886), ([49, 90, 31, 98], 0.014325615117003651), ([68, 49, 90, 31, 98], 0.014827832903080042)]",0.010322995757948764,"[90, 31, 98]","[90, 31, 98]","[31, 49, 68, 90]","[2.0503997802734375e-05, 1.8358230590820312e-05, 2.6702880859375e-05]",TRUE,FALSE,FALSE
2,6,28,"[([37], 0.0009948775093396051), ([30], 0.0036647141691828855), ([61], 0.0009927409378325236), ([64], 0.0009516609153484012), ([27], 0.0004694879457289708), ([35], 0.004845390416966637)]",0.003969446515715115,[35],[35],[35],"[4.0531158447265625e-06, 3.933906555175781e-05, 2.3365020751953125e-05]",TRUE,TRUE,TRUE
2,5,29,"[([33], 0.002510165276613378), ([4], 0.0029824124755222603), ([92], 0.0022557249447825133), ([11], 7.15475271899241e-05), ([87, 92], 0.006425303719028804)]",0.005856459166576727,"[87, 92]","[87, 92]",[],"[1.0013580322265625e-05, 1.8835067749023438e-05, 2.193450927734375e-05]",TRUE,FALSE,FALSE
2,7,30,"[([81], 0.004198870398429908), ([64, 81], 0.004429687127707587), ([5, 64, 81], 0.00790721016365203)]",0.004268836213885595,"[64, 81]","[64, 81]","[5, 64, 81]","[8.344650268554688e-06, 5.245208740234375e-06, 1.6450881958007812e-05]",TRUE,FALSE,FALSE
2,7,31,"[([64], 0.0026388412422408527), ([38], 0.002073276893046202), ([53], 0.0003468361065760995), ([16], 0.0011585797571773803), ([69], 0.0034216546643820985), ([28], 0.0025556463280045428), ([93], 0.00445597372841737)]",0.004861928487720174,"[93, 69]","[64, 28]",[],"[9.059906005859375e-06, 8.726119995117188e-05, 2.765655517578125e-05]",TRUE,FALSE,FALSE
2,7,32,"[([63], 0.0006339513541721453), ([33], 0.003928101328070156), ([85], 0.002154977477119969), ([76], 0.0009670378466395074), ([75], 0.0030559815152843505), ([2, 85], 0.0025496295048844427), ([21, 2, 85], 0.002620458307209913)]",0.008000892748922404,"[33, 75, 85]","[33, 85, 75]",[],"[1.71661376953125e-05, 5.459785461425781e-05, 2.6941299438476562e-05]",TRUE,FALSE,FALSE
2,7,33,"[([1], 0.0033709925417083975), ([62], 0.0017626202716097778), ([93], 0.0028018375139856624), ([67], 0.001990311077276421), ([68], 0.0007939320655941873), ([4, 1], 0.006169773435914451), ([95, 68], 0.0036925869017496666)]",0.00866056168116844,"[1, 93, 95, 68]","[93, 4, 1]","[1, 4, 95]","[3.910064697265625e-05, 5.793571472167969e-05, 2.9325485229492188e-05]",FALSE,FALSE,TRUE
2,7,34,"[([35], 0.0017652174038703971), ([8], 0.0046772292226416445), ([92, 8], 0.007285677559779057), ([29, 92, 8], 0.01165544228668626)]",0.011412148933424916,"[29, 92, 8]","[29, 92, 8]","[8, 29, 92]","[1.9788742065429688e-05, 9.298324584960938e-06, 1.8835067749023438e-05]",TRUE,TRUE,TRUE
2,6,35,"[([67], 0.0014950699889551868), ([31], 0.004335447732423649), ([35], 0.003771043058354539), ([73], 0.0033283694613139196), ([6, 73], 0.0036574378136832834), ([3, 6, 73], 0.005978919013884903)]",0.007279173573418898,"[31, 35]","[31, 73]","[31, 35]","[1.0013580322265625e-05, 3.0279159545898438e-05, 2.5272369384765625e-05]",TRUE,TRUE,TRUE
2,8,36,"[([70], 0.004979818746384269), ([21, 70], 0.007529531811644953), ([28, 21, 70], 0.009286682379750388), ([68, 28, 21, 70], 0.012303382653746508)]",0.008959841212571302,"[28, 21, 70]","[28, 21, 70]","[21, 28, 68, 70]","[1.6927719116210938e-05, 7.152557373046875e-06, 1.9073486328125e-05]",TRUE,FALSE,FALSE
2,9,37,"[([52], 0.004797740312182038), ([66], 0.0027874158233988245), ([44], 0.0002447433667920202), ([68], 0.0013403958681828044), ([13, 66], 0.0077840280489376275), ([3, 68], 0.003432765925531391), ([75, 52], 0.006855629925413341), ([86, 44], 0.004773863107816089)]",0.015858467553026445,"[13, 66, 75, 52, 68]","[68, 13, 66, 75, 52]",[],"[3.719329833984375e-05, 7.104873657226562e-05, 3.123283386230469e-05]",TRUE,FALSE,FALSE
2,7,38,"[([9], 0.0003674353031937744), ([8, 9], 0.0003881452863762086), ([16, 8, 9], 0.003894287291047619)]",0.000850327801735704,"[16, 8, 9]","[16, 8, 9]",[16],"[1.6927719116210938e-05, 5.0067901611328125e-06, 1.6450881958007812e-05]",TRUE,FALSE,FALSE
2,6,39,"[([12], 0.0014028100905416109), ([58], 0.0010615134865174126), ([42], 0.0034599365450152957), ([3], 0.0009494379228923894), ([45], 0.004872990798325992), ([17], 0.003247721647008667)]",0.0006642062661561688,[45],[3],[45],"[4.0531158447265625e-06, 4.744529724121094e-05, 2.4318695068359375e-05]",TRUE,TRUE,TRUE
3,7,0,"[([87], 0.004477017280581376), ([1], 0.001849860500950446), ([16, 87], 0.00467202784062082), ([89, 16, 87], 0.006207013991186952)]",0.0016986279384654528,[87],[1],[1],"[4.291534423828125e-06, 9.298324584960938e-06, 4.744529724121094e-05]",TRUE,TRUE,TRUE
3,7,1,"[([25], 0.0024931340070379815), ([36], 0.004484053185887528), ([67], 0.004101436339556831), ([44], 0.0008172226329221105), ([88], 0.0023734349453533206), ([54], 0.00227995451000331), ([14], 0.0009799860872325961)]",0.010695120914635188,"[36, 67, 25]","[36, 67, 54]",[],"[1.5974044799804688e-05, 7.534027099609375e-05, 2.8133392333984375e-05]",TRUE,FALSE,FALSE
3,7,2,"[([100], 0.0029076293539372637), ([8, 100], 0.0051741763680625006), ([22, 8, 100], 0.00783245236684136)]",0.005746863696977874,"[22, 8, 100]","[22, 8, 100]","[8, 22, 100]","[1.71661376953125e-05, 5.0067901611328125e-06, 1.6450881958007812e-05]",TRUE,TRUE,TRUE
3,5,3,"[([90], 0.004593110160650402), ([9], 0.0012200892192348511), ([25, 9], 0.005874285186555863), ([69, 25, 9], 0.006341627285788083), ([1, 69, 25, 9], 0.008218971690869336)]",0.011641738337727307,"[90, 1, 69, 25, 9]","[90, 1, 69, 25, 9]",[],"[5.53131103515625e-05, 1.2159347534179688e-05, 2.4318695068359375e-05]",TRUE,FALSE,FALSE
3,5,4,"[([3], 0.0035533958524666155), ([40], 0.003978302529927582), ([39], 0.0003144808106503183), ([97, 3], 0.008243403807710697), ([15, 39], 0.004777838085020339)]",0.00019479411615155388,[40],[39],[97],"[4.291534423828125e-06, 1.7881393432617188e-05, 2.1696090698242188e-05]",TRUE,TRUE,TRUE
